"","x"
"977","Another reminder that we're too dependent on foreign debt buyers and need to get spending/debt under control http://www.cnbc.com/id/33004753"
"978","Washington�s spending binge has made a bad situation even worse - http://tinyurl.com/RYANonMSR"
"979","On CNN - Washington spending is slow, wasteful, and ineffective: http://bit.ly/17mdN5"
"980","We need to cut spending! Holy Cow! A novel idea in Washington: http://www.youtube.com/watch?v=kUYhVhfyNkU"
"981","Going after wasteful spending with Senators Feingold and McCain: http://tinyurl.com/afz4qp"
"982","Teaming up with Russ Feingold on the line-item veto to cut wasteful spending: http://www.jsonline.com/news/opinion/40567012.html"
"983","RT @WMRepublicans: Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN"
"984","RT @WMRepublicans: Click here http://on.wsj.com/9PRFo6 to read WSJ's profile on Rep. Camp - calls for lower tax rates &amp; gov't spending"
"985","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9 ..."
"986","RT @GOPLeader: Pledge to America emphasizes job creation, spending control, congressional reform;  read the pledge here: http://bit.ly/c ..."
"987","RT @WMRepublicans: Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN"
"988","My bill won this week's YouCut challenge, and it would eliminate $1.2 billion dollars in wasteful spending over... http://fb.me/DEo6iLzg"
"989","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"990","With just a few days until Christmas, Congressional Democrats are still spending their way through the lame duck... http://fb.me/GSvelscA"
"991","Make sure you vote in this week's YouCut Project and tell us what spending the federal government should cut.... http://bit.ly/aPFtMc"
"992","Want to learn more about Republican plans to cut spending and our new programs YouCut and America Speaking Out?... http://bit.ly/bFqlYz"
"993","Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"994","Make sure you vote in this week's YouCut Project and tell us what spending the federal government should cut. We're... http://bit.ly/97F29b"
"995","The President released his 2010 budget today; it more than doubles the national debt, drives spending to a new... http://bit.ly/aRnmtA"
"996","Democrats shoved through Congress today a massive appropriations spending bill of $446.8 billion, a 12.5 percent... http://bit.ly/6adCCD"
"997","Gingrey asks Speaker Pelosi, �After all of the spending, where are the jobs?� http://www.youtube.com/user/RepPhilGingrey"
"998","RT @gopconference: RT @WMRepublicans Democrats� Refusal To Pay For Spending Leaves Unemployed W/O Needed Assistance http://bit.ly/ds7dsS ..."
"999","RT @michellemalkin: RT @TomCoburn: Out of ctrl spending &amp; natl debt, &amp;gt;$13T, could cost 1mil Americans their jobs this yr http://bit.l ..."
"1000","RT @GOPWhip: Washington has a spending problem. We must begin to replace its culture of spending w/ a culture of saving. http://j.mp/aJa ..."
"1001","Had a great time at the Fresno #teaparty today--over 5000 strong.  Americans clearly opposed to out of control govt taxing &amp; spending #tcot"
"1002","Yesterday's floor speech: Suspending the ESA gives CA agriculture a free stimulus and saves 40,000 jobs http://tinyurl.com/blwmdy #tcot"
"1003","Just got back to DC after a busy trip to the district.  All this spending in the """"stimulus"""" is disgusting--America deserves better #tcot"
"1004","New column posted here http://bit.ly/b1SQww On More Stimulus Spending"
"1005","New video update here http://www.youtube.com/watch?v=NC_Lc7GeEzQ  on Military Spending."
"1006","New column posted on defense spending http://www.house.gov/paul/index.shtml"
"1007","posted new column about """"bizarre"""" spending at the Fed and the State Dept  http://www.house.gov/paul/index.shtml"
"1008","New column posted on the spending freeze here http://www.house.gov/paul/index.shtml"
"1009","#WWRD? Cut wasteful spending http://ow.ly/22jR8 #YouCut"
"1010","�Hiding spending does not reduce spending.� - best quote of the day courtesy of @RepPaulRyan"
"1011","Sen @TomCoburn put together a database of the over 6,714 earmarks in the ombnibus spending bill. http://ow.ly/3qj7o"
"1012","Our economy needs certainty. Vote on @GOPLeader's 2-point plan (cut spending, freeze taxes) on @USASpeakingOut http://ow.ly/2BdqG"
"1013","Pres Obama said today Rs haven't answered what spending cuts we'd make. What about these? http://ow.ly/2BkdY And these? http://ow.ly/2BksL"
"1014","Bloomberg: Republican Pledge on Spending Freeze Would Reduce Budget by $100 Billion &amp;lt;http://www.bloomberg.com/news"
"1015","Healthcare spending will increase 6.3% per year &amp; total healthcare spending will hit $4.6T by 2019 according to CMS. http://ow.ly/2BXHo"
"1016","WashingtonTimes:The first spending bill to begin moving through Congress since Republicans pledged to forgo earmarks shows the vow isworking"
"1017","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"1018","New poll on my website: What part(s) of the budget should be the target of spending cuts? Vote @ http://www.shimkus.house.gov"
"1019","The Greek gvt, with its high taxes and profligate spending to support large bureaucracies and social programs, is bankrupt. Who is next?"
"1020","Cut the spending. RT @robwittman: We may be hours away from the end of the 111th Congress. Ideas for Congressional New Year's resolutions?"
"1021","RT @RepBillShuster: Lower taxes do far more to create economic growth than government spending. http://fb.me/PzdVebx9"
"1022","RT @gopwhip: Pls RT if you agree with me that Congress needs to cut spending immediately &amp; get it's fiscal house in order"
"1023","Want to help cut spending? Vote each week @ http://ow.ly/1Ka0g for a program to cut and House Republicans will force a vote the next week"
"1024","New York Times  - social security spending exceeds revenue this year.  If not reformed the balance comes out of general revenue."
"1025","Just finished a town hall in N. Strabane: America is #speakingout against government spending."
"1026","Britain puts forth 25% in #budget cuts as America keeps spending in Fiscal Fantasyland http://tinyurl.com/39jlvpw"
"1027","Inflation coming due to too much spending in DC http://www.nytimes.com/2010/04/11/business/economy/11rates.html No more bailouts! #teaparty"
"1028","Obama and Bloomberg, must let #freemarkets work. http://bit.ly/b0aKL3 #stopspending #stopborrowing #tcot #sgp #seanhanity #marklevinshow"
"1029","Pres Obama pushes more borrowing and spending? Socialist countries say no. We should too. Let the freemarket work! http://bit.ly/9ftxEB"
"1030","Dems fail to get money for troops before 4th of July, due to loading bill up will other spending. http://bit.ly/aOxDqO #tcot #sgr #teaparty"
"1031","Even Dems see we're spending too much! http://bit.ly/awiZaM #nomorebailouts #no2spending #no2moretaxes #teaparty #sgr #tcot #realdeal #ksgop"
"1032","Gov spending up 9% in 2010.  http://bit.ly/9VabBj  Did you get a 9% payraise?  We have more gov than we can afford. #freemarkets #tcot"
"1033","Even Obama supporters see the economic peril coming from Dem policies. http://bit.ly/9MO6tq Let the freemarkets work! #stopspending"
"1034","Too much spending.  We need less gov and more free markets. http://bit.ly/b50lkh #teaparty #ksgop"
"1035","UBS tells clients the Fed is ready to print more money. Bad economics, cut spending, stop borrowing, let free mrkts wk. http://bit.ly/dApLc9"
"1036","Great response to #hcr mtg in Olathe, Ks, with more than 200 ppl. 1st request, repeal Obamacare, 2nd, stop spending so much! #tcot #realdeal"
"1037","Long term US debt hits 7.5%, Dem's policy is driving inflation.  We need to cut spending and stop borrowing. #tcot #ksgop #realdeal."
"1038","#Thrt1 Here�s how you create opportunity.Stop spending. Stop borrowing. You can�t grow the economy from the government down!"
"1039","The unauthorized bailout funds should be used to pay the national debt that's skyrocketed under the Obama admins reckless spending policies"
"1040","US credit rating in jeopardy. How's the vacation going mr Pres? http://bit.ly/bE37Lj Stop the spending! Stop the borrowing! #tcot #sgp"
"1041","# We need to end the stimulus spending and put in place incentives to spur private-sector job creation!"
"1042","Dem overspending policies, deficits and debt fail. http://www.washingtonpost.com/wp-dyn/content/article/2010/09/08/AR2010090807266_pf.html"
"1043","House vote today on dems """"tax extenders"""" includes $75B in new taxes and $226B in new spending. I'm a NO. #tcot #teaparty #ksgop #realdeal"
"1044","China moves away from US dollar. Too much debt from Dem spending devalues dollar. http://bit.ly/9dYI9H #nomorebailouts #nomoreborrowing"
"1045","Dems still pursue the failed policies of the 1930's. http://bit.ly/a9TDZt #freemarkets not #govspending grow our economy. @seanhannity #sgp"
"1046","Last nite in the House Approps Comm I voted for a return to FY 08 spending levels. #stopspending #balancedbudget #sgp #teaparty @seanhannity"
"1047","Dems flying blind on budget. Spending gone wild. http://bit.ly/9PTR7s We have more gov than we can afford. #tcot #sgr #teaparty #realdeal"
"1048","Headed to sweet Ks after voting against the d's latest spending scheme. #tcot #ksgop #realdeal"
"1049","Great crowd Community America, KC, Ks for #teaparty.  Avg Americans protesting too much taxing, too much spending. #tcot #tlot #ksgop"
"1050","Dem's burden us w/ too much debt.  http://www.nytimes.com/2010/04/11/business/economy/11rates.html Cut spending now! #tcot #realdeal #ksgop"
"1051","Join the fight against Obama and Reid's liberal spending spree! http://vimeo.com/9054855 #tcot #teaparty"
"1052","We don't need more spending programs modeled after past failures we need free market principles that will grow our econ. from the ground up!"
"1053","RT @GOPLeader: Pledge to America emphasizes job creation, spending control, congressional reform;  read the pledge here: http://bit.ly/c ..."
"1054","RT @GOPWhip: Take 5 minutes &amp; submit your ideas for how Congress should cut spending via #YouCut: http://j.mp/avqqKx"
"1055","RT @johnboehner: """"To cut spending, Republicans eye changes to House rules"""" http://is.gd/ff3TO (via @dailycaller)"
"1056","Share this if you are outraged at misused and wasteful spending in Washington. http://fb.me/zcqwxv67"
"1057","�Today, I will vote to ban earmark spending and join House Republicans in reforming Congress into a transparent... http://fb.me/MKL0bfbL"
"1058","RT @RepublicanStudy: It's out of control: government spending rises 9% http://bit.ly/9VabBj"
"1059","I was appointed to the Appropriations Committee - its time to cut spending and reform the appropriations process: http://j.mp/eXugy2"
"1060","Ignoring the People's message: Democrats' $1.1 Trillion omnibus spending bill has 6,600 earmarks worth $8 billion."
"1061","Make no mistake: I am 100% opposed to earmark spending and have NEVER requested an earmark. I voted to ban... http://fb.me/OFCDq6t6"
"1062","RT @GOPWhip: The #DemTaxHike is clear signal that this Administration is determined to continue spending recklessly. That's why we're no ..."
"1063","will be protesting out of control taxing and spending at the Roswell, GA Tea Party at noon. #tcot #teaparty"
"1064","RT @GOPWhip Washington's runaway spending amounts to generational theft; this 30 second video drives that point home: http://j.mp/PiggyBank"
"1065","The Dems� plan rests on the idea that rising health care costs will be lowered if Washington just keeps spending http://tinyurl.com/23wx23m"
"1066","RT .@GOPLeader: Boehner op-ed in @politico: To jump-start economy, cut spending &amp; stop all tax hikes now http://bit.ly/ab13Nu"
"1067","Common sense plan from @GOPLeader @RepublicanStudy: Immediately reduce spending, prevent '11 tax hikes http://bit.ly/9CLyN7"
