"","x"
"247","Let's get visual on #taxes part 1: What does the tax deal cover? Who would be affected? (PICTURE:  http://yfrog.com/h45mg01j)"
"248","Found some fantastic visuals in  @WSJ that break down what the tax cut furor could mean for you, your family and your businesses...stand by"
"249","Looming state/local financial crisis? @RepPaulRyan, @DevinNunes &amp; I are working to prevent more taxpayer-funded bailouts http://j.mp/effccN"
"250","@Heritage : my district could average 1,599 jobs lost each year if tax relief for all dies. #taxfail"
"251","No one wins in class warfare. My friend and GOP Watchdog @Jim_Jordan gives you the why (VIDEO: http://bit.ly/dH1kog) #taxfail #FF"
"252","Remember our detailed reports about powerful folks silencing taxpayer watchdogs who publicized waste/fraud/abuse?"
"253","With so much waste, so much bureaucracy, so much spending, we taxpayer watchdogs in Congress need as much help as we can get"
"254","I've Tweeted a lot with you on my work to strengthen your front-line taxpayer watchdogs, the US Inspectors General (#IG)"
"255","A welcome Tweet for @IRSnews, a recent addition to the Twitterverse.  Interested to see how they use it. #taxes"
"256","Not so fast, Public Employee Pension Funds.  Nunes, Ryan &amp; I are heading off a taxpayer bailout of you: http://wapo.st/gZ4CbD #TCOT"
"257","Let's get visual on #taxes pt 2: what does plan mean for you? Your family? Your #smallbiz? (PICTURE:  http://yfrog.com/gyg5wp)"
"258","Let's get visual on #taxes part 1: What does the tax deal cover? Who would be affected? (PICTURE:  http://yfrog.com/h45mg01j)"
"259","Found some fantastic visuals in  @WSJ that break down what the tax cut furor could mean for you, your family and your businesses...stand by"
"260","Looming state/local financial crisis? @RepPaulRyan, @DevinNunes &amp; I are working to prevent more taxpayer-funded bailouts http://j.mp/effccN"
"261","@Heritage : my district could average 1,599 jobs lost each year if tax relief for all dies. #taxfail"
"262","No one wins in class warfare. My friend and GOP Watchdog @Jim_Jordan gives you the why (VIDEO: http://bit.ly/dH1kog) #taxfail #FF"
"263","@Jasoninthehouse is right. Why would anyone vote to raises taxes right now? (VIDEO: http://bit.ly/ggJ0SG) #tcot #GOP #taxfail"
"264","On what planet do @HouseDemocrats spend most of their time? Didn't you all just vote Nov 2 to NOT raise taxes? #fail"
"265","Taxpayers are watching...RT @GOPLeader �yes� vote on Democrats� tax bill rule before House this morning is a vote to raise taxes, kill jobs"
"266","Calling into @KUSI_news to update San Diego on pending tax hikes facing Americans and US small businesses &amp; what we're doing to stop them."
"267","No DC edu accountability w/ YOUR tax $ AND unions stole edu choice for DC's kids? Thanks @HouseDemocrats &amp; @WhiteHouse  http://t.co/ZZ8gA53"
"268","Unless you're an inspector general in Philly, here's a first look at my visit w/ your frontline taxpayer watchdogs: http://j.mp/95QpyZ #tcot"
"269","Thank you to your frontline taxpayer watchdogs for meeting with me today in Philly. They're going to play a big role in stopping waste."
"270","Heading to Philly to speak with your frontline taxpayer watchdogs, the unsung heroes: US inspectors general. Have a great morning!"
"271","What do looming tax increase mean for young Americans? My friend @RepAaronSchock breaks in down on @MorningJoe (VIDEO: http://j.mp/a29WGj)"
"272","No compromise: tax certainty is vital for job creation http://j.mp/bl4RAT Agree? RT!"
"273","@FoxNewsSunday takeaway: We're the government reform &amp; taxpayer accountability committee &amp; will deliver straight facts to help cut spending"
"274","A message for those who waste taxpayer money: (PIC:  http://yfrog.com/6zoaorj) (STORY: http://tinyurl.com/29qbkxh) #tcot"
"275","Your tax dollars hard at work in Fairfield, CT, advertising the #stimulus #fail. CT unemployment is 9.1% http://yfrog.com/n3dzioj"
"276","RT @carolw70: Signs of a Failed Stimulus http://t.co/9dqwmdu via @darrellissa want to see where up to $192 million of your tax dollars went?"
"277","RT @RepTomPrice: 73 days until the Democrats� 2011 tax increases hit American families and small businesses. #DemTaxHike"
"278","Numbers don't lie: Record gov. spending, punting on tax relief &amp; heavy gov. meddling in health care, etc. has hurt, not helped, job creators"
"279","Fiscal leadership demands spending cuts, pro-jobs tax policies and honest accounting. Sacramento and US Congress failing on all three."
"280","@HouseDemocrats Lead, follow or get out of the way on tax relief for all Americans: http://youtu.be/zAW3jhwdXM0 @GretaWire"
"281","Wondering what's going on with tax relief in Congress? Heading on with @gretawire on fox news to discuss. See you there."
"282","Rahm's """"Oversight spear"""" has grown dull: http://tinyurl.com/356fphq  Congress MUST make exec branch accountable to taxpayers"
"283","RT @RepTomPrice: It is height of irresponsibility that @HouseDemocrats plan to leave town w/ cloud of massive tax hikes hanging over economy"
"284","RT @rickklein: Van Hollen: will """"absolutely have a vote"""" on Bush tax cuts before end of year. but not before election..."
"285","Do you know why @HouseDemocrats punted on tax relief?  http://youtu.be/tpiDHRaKZIw @RepKevinBrady"
"286","@HouseDemocrats should vote on tax relief now or resign. Period. http://j.mp/b3z7hR @LeaderHoyer"
"287","I guess the grass isn't greener on the other side of the hill, at least on taxes: http://j.mp/9J2jSW"
"288","Some light evening reading? RT @coyotered9: Obamas Advisory Board Tax Options http://scr.bi/cweWal"
"289","Lot of hot talk on tax cuts up here.  Why not axe federal spending?  Makes tax cuts a lot easier, no? http://youtu.be/IB_-bgyRt4k"
"290","Think taxpayers should bail out the post office? I don't. Here's why: http://j.mp/cMFhkc @USPS"
"291","@taxpayers @cosmicsmudge @alexeianderson @alexeianderson @firesign58 @MzTrayC12 thanks for the #ff"
"292","@RepAaronSchock and I asked what resources stimulus oversight board needs to deliver taxpayers the spending answers they deserve"
"293","RT @RepCharlesDjou @WSJ op-ed: """"Tax Cuts vs. 'Stimulus': The Evidence Is In"""" - Tax Cuts + Fiscal Discipline works http://amplify.com/u/ajif"
"294","RT @GOPLeader Attn @presssec: Republicans are unified-to boost our economy we must stop ALL tax hikes &amp; cut spending now"
"295","@GOPLeader has solid econ plan to get more $ into private sector &amp; freeze tax rates for US families: http://tinyurl.com/27ovpwl"
"296","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader  offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"297","Why is @whitehouse asking overtaxed taxpayers to spend MORE on """"stimulus"""" projects? http://j.mp/au1lIy Anyone have an answer? @ConnieHair"
"298","John Galt Line? Try Barack Obama Line: http://j.mp/9utwfR 1 runs on American innovation, 1 on taxpayer-funded propaganda @conniehair"
"299","Good mortgage modification intentions + Obama x taxpayer $ = http://j.mp/dwO16A Numbers don't lie. @Jim_Jordan"
"300","Doing my first Skype interview on msnbc in a few minutes on Obama admin use of taxpayer money for propaganda. Hope it goes smoothly!"
"301","Want your tax $ helping run a 4 yr reelection campaign, whether it's Obama OR a future GOP president? http://j.mp/dmQ8tY @ConnieHair"
"302","Did you know it's illegal to use taxpayer $ to push a partisan policy or person? http://tinyurl.com/2dyo6xc @PajamasMedia #stimulusigns"
"303","STIMULUS WASTE WATCH from GOP Watchdog friends @SenJohnMcCain &amp; @TomCoburn: http://tinyurl.com/23qyjxn Good use of taxpayer $?"
"304","Talked w/ @WSJ on our investigation of tax $ wasted on stimulus propaganda signs http://j.mp/auzJIS @repaaronschock wants to #Youcut these"
"305","This bill is not the right reform: it includes hundreds of billions in new taxes and more than a trillion dollars in new gov�t spending #hcr"
"306","health care takeover contains $52 billion in taxes on small businesses that don't subscribe to the govt-backed plan #hcr"
"307","RT @reichertpress: @davereichert news: On Tax Day, Reichert Calls for Permanent Tax Relief http://bit.ly/cXR62u"
"308","I say YES to providing job creators with tax relief, not new tax burdens and penalty fees #hcr"
"309","on:amdt to exempt sm biz from new 8% employer mandate penalty tax if it would result in worker layoffs, cut wages, or not hire new workers."
"310","RT @cathymcmorris: IRS Seeks to Return $164.6 Million in Undelivered Checks to Taxpayers  http://bit.ly/bDmpJ3"
"311","More health care overhaul fallout - taxes will hit medical device manufacturers hard, cost jobs: http://tinyurl.com/2ayalpv"
"312","I�m flying back to Washington, D.C.  The House is expected to debate tax policy and defense legislation this week."
"313","Tax Day � did you pay too little, just enough, or too much? #taxday"
"314","Congress must focus on solutions to grow our economy while preserving and creating jobs #taxday http://is.gd/buwL6"
"315","http://twitpic.com/13snpp - Dave speaks at a press conference in Renton promoting free tax help for Washington State taxpayers"
"316","Participating in a Ways and Means Subcommittee Hearing on Administration of the First-Time Homebuyer Tax Credit http://is.gd/4vUMa"
"317","A $320B tax hike and cutting Medicare?  Not what this economy or our seniors need http://is.gd/1smXA"
"318","voiced concern about new tax proposals that could force major US employers to shift US jobs overseas VIDEO: http://is.gd/XpKK"
"319","just finished a one-minute speech on the floor on taxes - video to come shortly"
"320","questioned geithner on TARP, free trade, and taxes"
"321","Please read my column in @DailyCaller  - Extend tax cuts for all Americans - http://bit.ly/gsSxs3"
"322","RT @LawyersandTaxes: @DrPhilRoe Repeal of the Kilroy-Pelosi provisions and the rest of the Dodd-Frank bill. http://lawyersandtaxes.com # ..."
"323","To view my statement on the passage of the tax cut extensions, please go to my website:... http://fb.me/Nznct2Da"
"324","Senate Votes Overwhelmingly to Send Tax Package to House : Roll Call http://www.rollcall.com/news/-201530-1.html http://fb.me/QGW6KcE7"
"325","I will be on FOX today at 3PM EST to discuss the tax deal in Congress. Please tune in."
"326","Will the new tax deal help small businesses create jobs? Check out my weekly column for the answer:... http://fb.me/PU3RAH16"
"327","http://thehill.com/blogs/congress-blog/economy-a-budget/131453-extend-tax-cuts-to-all-americans-rep-phil-roe http://fb.me/NyJ2dVV1"
"328","Extend tax cuts to all Americans - @thehill Congress Blog http://t.co/YV3rN0w via"
"329","RT @gopwhip 100 days until #DemTaxHike strikes taxpayers &amp; small businesses across America http://j.mp/cJX8T0 #tcot #tlot #ocra #sgp #gop"
"330","Must fight for more common sense. Pelosi's #capandtax bill will cost jobs &amp; will increase household energy costs  http://tinyurl.com/q8b2x7"
"331","RT @GOPLeader If you tax something, you�ll get less of it. Rs have a better solution that'll create jobs w/o new taxes http://bit.ly/CcHQB"
"332","The Hill: Warning of higher taxes http://j.mp/dpzxiR -- Raising taxes isn�t the answer. Washington needs common sense."
"333","#HCR Govt takeover of #healthcare bill has $52 billion in new taxes on American job creators http://j.mp/a4CQs7"
"334","@whitehouse concludes cap and tax will cost American familes an extra $1,761 per year http://tinyurl.com/ksnoxg #tcot #capandtax"
"335","Helping small business helps create jobs. Unfortunately raising taxes hurts small business - http://tinyurl.com/de7ell"
"336","RT @USASpeakingOut: Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"337","RT @WMRepublicans#healthcare #taxes Democrats Confirm Their Health Bill Penalizes Married Couples http://bit.ly/8PiFq6"
